EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,rate-prvi-union-v4-params.R
RData file,rateunc-Union-Full-v4.RData
Calculation start and end,Fri Jun  6 11:36:14 2025,Fri Jun  6 11:54:24 2025
Region name,Union
Version,v4
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.9
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionUnion
catalog file,pmmx_june7_c2_union_v3_inpolygon.csv.RData
n epochs,1
t start,t end,Mc
1900,2024,6
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: calcultions assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,3.52,0.97
0.025,1.54,1.21
0.16,2.26,1.09
0.5,3.29,0.97
0.84,4.77,0.85
0.975,6.8,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,3.52,0.96
0.025,1.54,1.01
0.16,2.26,0.991
0.5,3.29,0.97
0.84,4.77,0.948
0.975,6.8,0.928
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,1451.6,118.28,312.04,871.4,2430.6,6409.7
2.6,1131.4,99.609,256.5,696.93,1892.2,4869.1
2.7,882.41,83.899,210.89,557.56,1473.7,3696.3
2.8,688.68,70.684,173.45,446.01,1147.1,2805.8
2.9,537.85,59.586,142.47,356.56,892.47,2128.4
3,420.34,50.215,117.09,285.39,695.06,1616.9
3.1,328.73,42.268,96.223,228.26,541.16,1227.4
3.2,257.26,35.543,79.061,182.55,421.49,932.52
3.3,201.47,29.939,64.963,146.02,328.33,707.62
3.4,157.89,25.249,53.38,116.85,255.68,536.75
3.5,123.82,21.278,43.856,93.441,199.05,407.78
3.6,97.177,17.896,36.015,74.754,155.19,310.04
3.7,76.318,15.06,29.572,59.832,120.87,235.45
3.8,59.979,12.67,24.285,47.866,94.178,179.07
3.9,47.171,10.656,19.945,38.284,73.463,136.01
4,37.125,8.9649,16.385,30.603,57.245,103.35
4.1,29.239,7.5318,13.455,24.468,44.599,78.68
4.2,23.045,6.3305,11.047,19.582,34.778,59.817
4.3,18.177,5.3148,9.0654,15.661,27.112,45.497
4.4,14.347,4.463,7.4429,12.531,21.137,34.653
4.5,11.332,3.7449,6.1055,10.026,16.478,26.408
4.6,8.9575,3.1406,5.0103,8.0221,12.849,20.114
4.7,7.0857,2.6359,4.1091,6.4184,10.023,15.328
