EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,rate-prvi-union-v3-params.R
RData file,rateunc-Union-Full-v3.RData
Calculation start and end,Thu May 15 09:01:27 2025,Thu May 15 09:21:18 2025
Region name,Union
Version,v3
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.9
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionUnion
catalog file,pmmx_june7_c2_union_v3_inpolygon.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: calcultions assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,4.05,0.97
0.025,2.33,1.21
0.16,3,1.09
0.5,3.88,0.97
0.84,5.08,0.85
0.975,6.74,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,4.05,0.949
0.025,2.33,1.07
0.16,3,1.02
0.5,3.88,0.97
0.84,5.08,0.92
0.975,6.74,0.874
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,1577.1,177.95,416.74,1031.6,2589.2,6408.2
2.6,1231.6,149.86,342.35,825.17,2014.2,4857.3
2.7,962.45,126.47,281.4,660.03,1568.6,3687.5
2.8,752.66,106.53,231.19,527.99,1221,2795.3
2.9,589.01,89.733,189.96,422.3,950.73,2123.1
3,461.28,75.623,156.02,337.77,740.49,1610.5
3.1,361.5,63.724,128.24,270.17,576.38,1221.7
3.2,283.51,53.678,105.34,216.06,449.04,926.86
3.3,222.51,45.215,86.531,172.82,349.63,703.58
3.4,174.76,38.081,71.154,138.19,272.25,534.25
3.5,137.35,32.071,58.449,110.5,211.93,405.47
3.6,108.03,27.004,47.98,88.378,164.98,307.53
3.7,85.036,22.714,39.428,70.657,128.54,233.54
3.8,66.982,19.135,32.391,56.507,100.08,177.67
3.9,52.801,16.117,26.598,45.187,77.964,135.04
4,41.652,13.571,21.832,36.138,60.761,102.59
4.1,32.882,11.413,17.932,28.903,47.359,77.882
4.2,25.978,9.592,14.717,23.119,36.889,59.168
4.3,20.538,8.0672,12.083,18.494,28.738,44.964
4.4,16.25,6.7781,9.9148,14.791,22.404,34.228
4.5,12.867,5.6957,8.1315,11.832,17.47,26.067
4.6,10.195,4.7728,6.6694,9.4674,13.628,19.871
4.7,8.0848,3.9999,5.4671,7.5741,10.638,15.138
4.8,6.4159,3.3491,4.4782,6.0598,8.3072,11.535
4.9,5.0953,2.8008,3.666,4.8523,6.4916,8.8231
5,4.0496,2.3332,3.0022,3.8835,5.0755,6.7421
5.1,3.2209,1.9404,2.4553,3.1092,3.9689,5.1662
5.2,2.5637,1.6072,2.006,2.4875,3.1107,3.9622
5.3,2.0422,1.3275,1.635,1.9922,2.4425,3.0475
5.4,1.628,1.091,1.3293,1.5969,1.9209,2.3517
5.5,1.2987,0.89172,1.0773,1.2797,1.5164,1.8198
5.6,1.0369,0.72389,0.86961,1.0255,1.2017,1.4178
5.7,0.82845,0.58489,0.6992,0.82125,0.95659,1.1146
5.8,0.66241,0.46897,0.55946,0.65722,0.76478,0.88458
5.9,0.53005,0.373,0.44577,0.52569,0.61444,0.71025
6,0.42445,0.29497,0.35359,0.42026,0.49527,0.57655
6.1,0.34015,0.23135,0.27947,0.33594,0.40056,0.47195
6.2,0.2728,0.18041,0.22036,0.26837,0.32501,0.38991
6.3,0.21895,0.14022,0.17347,0.21453,0.26443,0.32306
6.4,0.17586,0.10837,0.13613,0.17144,0.21545,0.26918
6.5,0.14136,0.083531,0.10669,0.13693,0.17578,0.22484
6.6,0.11371,0.064223,0.083509,0.10937,0.14362,0.18824
6.7,0.091541,0.049144,0.065251,0.087429,0.11749,0.15757
6.8,0.073747,0.037621,0.051012,0.069878,0.096238,0.13227
6.9,0.059457,0.02877,0.039836,0.055843,0.078866,0.11107
7,0.047972,0.021983,0.031116,0.044656,0.064658,0.093256
7.1,0.038734,0.016778,0.024287,0.035708,0.053006,0.078462
7.2,0.031298,0.012783,0.018934,0.028561,0.043486,0.066017
7.3,0.025309,0.0097409,0.014767,0.022834,0.03567,0.055443
7.4,0.020481,0.0074194,0.011515,0.018253,0.029266,0.046588
7.5,0.016586,0.0056324,0.0089741,0.014589,0.024012,0.039208
7.6,0.013442,0.0042815,0.0069969,0.011664,0.019719,0.033033
7.7,0.010902,0.0032513,0.0054547,0.0093269,0.016187,0.02781
7.8,0.0088483,0.0024704,0.0042489,0.0074551,0.013296,0.023434
7.9,0.0071868,0.0018775,0.0033123,0.0059624,0.010921,0.019723
8,0.0058416,0.0014234,0.0025815,0.004767,0.0089729,0.016606
8.1,0.0047516,0.0010821,0.0020105,0.0038135,0.0073692,0.013995
8.2,0.0038678,0.00082239,0.0015667,0.0030501,0.0060516,0.01179
8.3,0.0031507,0.0006244,0.0012201,0.0024389,0.0049727,0.0099254
8.4,0.0025683,0.00047411,0.00095046,0.0019499,0.0040858,0.0083604
8.5,0.0020951,0.00035978,0.00074009,0.0015586,0.0033566,0.0070498
8.6,0.0017104,0.00027309,0.00057615,0.0012461,0.0027588,0.0059364
8.7,0.0013972,0.00020718,0.00044869,0.00099698,0.0022665,0.0050046
8.8,0.0011422,0.00015709,0.00034938,0.00079757,0.0018627,0.00422
8.9,0.00093445,0.00011923,0.0002721,0.00063773,0.0015306,0.0035554
9,0.00076499,9.0585e-05,0.00021191,0.00051012,0.001258,0.0029984
9.1,0.0006267,6.8632e-05,0.00016495,0.00040808,0.0010339,0.0025279
9.2,0.00051376,5.2017e-05,0.00012837,0.00032626,0.00084971,0.0021299
9.3,0.00042147,3.944e-05,9.9925e-05,0.00026099,0.00069854,0.0017995
9.4,0.000346,2.9937e-05,7.7759e-05,0.0002087,0.00057399,0.001516
9.5,0.00028423,2.2693e-05,6.0543e-05,0.00016695,0.00047156,0.0012789
9.6,0.00023365,1.7224e-05,4.7127e-05,0.00013349,0.00038766,0.001078
9.7,0.0001922,1.306e-05,3.6682e-05,0.00010677,0.00031855,0.00090811
