EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,rate-prvi-union-v10-params.R
RData file,rateunc-Union-Full-v10.RData
Calculation start and end,Fri Jul 18 15:57:17 2025,Fri Jul 18 16:19:03 2025
Region name,Union
Version,v10
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.5
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionUnion
catalog file,pmmx_071725_c2-separatedAveraged_v2.csv-all-union.RData
n epochs,1
t start,t end,Mc
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: calcultions assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,3.73,0.97
0.025,2.49,1.21
0.16,3.14,1.09
0.5,3.77,0.97
0.84,4.3,0.85
0.975,4.76,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,3.73,0.934
0.025,2.49,1.12
0.16,3.14,1.06
0.5,3.77,0.975
0.84,4.3,0.882
0.975,4.76,0.787
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,1277.1,221.89,462.68,980.77,2050.4,4120.1
2.6,1002.4,187.02,380.22,784.66,1597.5,3125.4
2.7,787.4,157.53,312.6,627.8,1244,2374.4
2.8,618.94,132.74,257.09,502.24,969.31,1802.5
2.9,486.86,111.7,211.27,401.92,754.84,1367.4
3,383.24,94.127,173.61,321.34,587.9,1039.2
3.1,301.89,79.134,142.56,257.26,457.96,789.13
3.2,237.98,66.576,117.19,205.76,356.71,599.01
3.3,187.74,55.939,96.251,164.7,277.84,455.27
3.4,148.21,46.988,78.957,131.83,216.52,345.71
3.5,117.09,39.521,64.78,105.49,168.69,262.63
3.6,92.568,33.187,53.171,84.443,131.47,199.48
3.7,73.237,27.879,43.653,67.569,102.47,151.54
3.8,57.985,23.385,35.832,54.084,79.896,115.27
3.9,45.944,19.576,29.403,43.305,62.348,87.592
4,36.429,16.384,24.125,34.685,48.651,66.664
4.1,28.906,13.688,19.773,27.771,37.988,50.793
4.2,22.954,11.433,16.198,22.235,29.651,38.7
4.3,18.241,9.5203,13.27,17.804,23.165,29.479
4.4,14.506,7.9318,10.862,14.263,18.122,22.492
4.5,11.545,6.5943,8.8774,11.432,14.18,17.177
4.6,9.1945,5.4732,7.2457,9.1647,11.112,13.151
4.7,7.3283,4.523,5.8977,7.3467,8.7218,10.086
4.8,5.8451,3.7168,4.795,5.892,6.8656,7.7802
4.9,4.6656,3.0482,3.8852,4.717,5.4239,6.0508
5,3.7269,2.4908,3.1375,3.7693,4.3007,4.7559
5.1,2.9793,2.0238,2.5212,3.0089,3.4279,3.7936
5.2,2.3834,1.6391,2.0186,2.397,2.7439,3.0672
5.3,1.9081,1.3176,1.6078,1.9079,2.2074,2.5079
5.4,1.5288,1.0512,1.2739,1.5187,1.7836,2.0668
5.5,1.2257,0.8326,1.0064,1.21,1.4461,1.7118
5.6,0.98349,0.65343,0.79205,0.96514,1.1753,1.4219
5.7,0.78972,0.5094,0.62251,0.77038,0.95713,1.1846
5.8,0.63459,0.39467,0.48821,0.61523,0.78103,0.98804
5.9,0.51032,0.30435,0.3821,0.49149,0.63787,0.8252
6,0.41068,0.23393,0.29909,0.39291,0.52183,0.69054
6.1,0.33075,0.17936,0.2338,0.31408,0.42709,0.57891
6.2,0.26657,0.13725,0.18281,0.25115,0.34985,0.48508
6.3,0.215,0.10481,0.14268,0.20095,0.2868,0.40678
6.4,0.17354,0.079958,0.1114,0.16079,0.23499,0.3417
6.5,0.14017,0.060908,0.086909,0.1286,0.19279,0.28679
6.6,0.11331,0.046379,0.067802,0.10286,0.15815,0.24126
6.7,0.091656,0.03529,0.052856,0.082252,0.12987,0.20297
6.8,0.074197,0.026841,0.041231,0.065804,0.10665,0.1708
6.9,0.060108,0.020366,0.032122,0.052663,0.087591,0.14383
7,0.04873,0.01547,0.025048,0.042132,0.071894,0.12094
7.1,0.039534,0.011758,0.019515,0.033704,0.059046,0.10169
7.2,0.032097,0.0089319,0.015201,0.026969,0.04851,0.085645
