EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,rate-prvi-car-interface-v3-params.R
RData file,rateunc-CAR Interface-Full-v3.RData
Calculation start and end,Tue Mar 25 12:25:50 2025,Tue Mar 25 12:31:46 2025
Region name,CAR Interface
Version,v3
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.5
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionCAR Interface
catalog file,pmmx_june7_c2-car-interface_v3_inpolygon.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,1.61,0.97
0.025,0.731,1.21
0.16,1.04,1.09
0.5,1.5,0.97
0.84,2.18,0.85
0.975,3.16,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,1.61,0.96
0.025,0.731,1.02
0.16,1.04,0.992
0.5,1.5,0.969
0.84,2.18,0.947
0.975,3.16,0.929
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,645.49,61.223,150.73,394.79,1062.4,2814.5
2.6,503.6,51.557,123.79,315.85,827.95,2139.1
2.7,393.18,43.45,101.66,252.64,644.9,1622.4
2.8,307.17,36.52,83.478,202.19,502.57,1233.6
2.9,240.15,30.714,68.533,161.79,391.65,937.05
3,187.88,25.834,56.231,129.54,305.02,712.61
3.1,147.1,21.737,46.148,103.56,237.65,541.15
3.2,115.24,18.253,37.918,82.894,185.08,411.62
3.3,90.353,15.358,31.122,66.279,144.26,313.35
3.4,70.889,12.904,25.534,53.021,112.41,238.41
3.5,55.658,10.844,20.973,42.426,87.667,181.22
3.6,43.73,9.0979,17.198,33.959,68.407,137.87
3.7,34.384,7.6407,14.106,27.151,53.344,104.92
3.8,27.055,6.4128,11.571,21.73,41.652,79.847
3.9,21.303,5.3819,9.4839,17.382,32.5,60.863
4,16.787,4.5132,7.7765,13.904,25.367,46.353
4.1,13.238,3.7829,6.376,11.126,19.809,35.318
4.2,10.446,3.1613,5.2217,8.9101,15.474,26.93
4.3,8.2498,2.6469,4.2754,7.1286,12.086,20.555
4.4,6.5199,2.2107,3.5006,5.7073,9.4428,15.699
4.5,5.1565,1.844,2.8676,4.5649,7.382,11.983
4.6,4.0813,1.5382,2.348,3.6542,5.7725,9.1571
4.7,3.2327,1.2834,1.9195,2.9229,4.5173,7.0122
4.8,2.5624,1.064,1.5695,2.3386,3.5375,5.3738
4.9,2.0326,0.88285,1.2807,1.8725,2.7725,4.1193
5,1.6136,0.73091,1.0446,1.4995,2.176,3.1632
5.1,1.2819,0.60369,0.85107,1.2003,1.7078,2.4304
5.2,1.0192,0.49704,0.69314,0.96166,1.3414,1.8715
5.3,0.81088,0.40803,0.56387,0.77072,1.0548,1.443
5.4,0.64565,0.33302,0.45839,0.61751,0.832,1.1165
