EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,rate-prvi-mue-intraslab-v10-params.R
RData file,rateunc-MUE Intraslab-Prob-v10.RData
Calculation start and end,Thu Jul 17 17:04:15 2025,Thu Jul 17 17:22:40 2025
Region name,MUE Intraslab
Version,v10
Catalog type,Prob
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,8
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionMUE Intraslab
catalog file,pmmx_071725_c2-separatedAveraged_v2.csv-mue-intraslab.RData
n epochs,1
t start,t end,Mc
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: calcultions assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.424,0.97
0.025,0.204,1.21
0.16,0.298,1.09
0.5,0.412,0.97
0.84,0.549,0.85
0.975,0.716,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.424,0.928
0.025,0.204,1.11
0.16,0.298,1.05
0.5,0.412,0.972
0.84,0.549,0.894
0.975,0.716,0.818
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,147.05,22.184,48.629,108.03,237.64,509.86
2.6,115.37,18.665,39.913,86.357,185.31,387.67
2.7,90.573,15.664,32.742,69.041,144.47,295.38
2.8,71.16,13.134,26.852,55.224,112.68,224.82
2.9,55.948,11.027,22.022,44.162,87.91,171.47
3,44.019,9.2271,18.051,35.325,68.617,130.43
3.1,34.659,7.7366,14.81,28.28,53.621,99.465
3.2,27.308,6.4717,12.132,22.622,41.843,75.796
3.3,21.533,5.4035,9.9429,18.093,32.682,57.784
3.4,16.991,4.5267,8.1469,14.467,25.523,44.162
3.5,13.417,3.7788,6.6744,11.579,19.947,33.784
3.6,10.602,3.1534,5.4622,9.2665,15.588,25.857
3.7,8.3843,2.6241,4.4685,7.4186,12.2,19.775
3.8,6.6352,2.1787,3.6541,5.9347,9.5466,15.151
3.9,5.2548,1.8134,2.9852,4.7484,7.471,11.63
4,4.1647,1.5054,2.4371,3.8031,5.8568,8.9367
4.1,3.3032,1.2464,1.9871,3.0445,4.5976,6.8572
4.2,2.6218,1.0314,1.6188,2.4373,3.6111,5.2709
4.3,2.0825,0.84911,1.3172,1.9509,2.8372,4.0649
4.4,1.6554,0.69836,1.0704,1.5619,2.2334,3.1404
4.5,1.3169,0.5725,0.86878,1.2506,1.7604,2.4355
4.6,1.0483,0.46867,0.70373,1.0019,1.3884,1.8886
