EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,car-intraslab-inpoly-dec1124-params.rplus
RData file,rateunc-CAR Intraslab-Full-inpoly-dec1124.RData
Calculation start and end,Wed Dec 11 20:16:04 2024,Wed Dec 11 20:20:11 2024
Region name,CAR Intraslab
Version,inpoly-dec1124
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,8
Mc sigma,0.2
max n sigma Mc,3
min M sigma,0.2
max n sigma M,3
n subregions,1
Subregion,1,All
catalog file,catalogs//pmmx_june7_c2-car-intraslab_v11m_inpolygon.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.73,0.97
0.025,0.389,1.21
0.16,0.539,1.09
0.5,0.701,0.97
0.84,0.915,0.85
0.975,1.24,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.73,0.93
0.025,0.389,1.11
0.16,0.539,1.05
0.5,0.701,0.969
0.84,0.915,0.893
0.975,1.24,0.828
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,257.61,38.842,83.474,183.58,412.85,928.6
2.6,201.94,32.664,68.519,146.86,321.34,705.49
2.7,158.42,27.512,56.235,117.48,250.56,538.58
2.8,124.37,23.185,46.208,94.008,195.3,410.4
2.9,97.702,19.485,37.912,75.223,152.31,312.49
3,76.811,16.345,31.122,60.204,118.77,238.22
3.1,60.43,13.725,25.551,48.175,92.75,181.54
3.2,47.578,11.534,20.96,38.555,72.352,138.54
3.3,37.486,9.688,17.197,30.851,56.434,105.6
3.4,29.557,8.1191,14.1,24.674,44.033,80.416
3.5,23.322,6.8051,11.558,19.745,34.385,61.426
3.6,18.416,5.696,9.4692,15.796,26.861,46.955
3.7,14.552,4.7617,7.7664,12.636,20.976,35.937
3.8,11.508,3.9735,6.3574,10.113,16.392,27.447
3.9,9.1072,3.3138,5.2094,8.0931,12.802,21.024
4,7.2126,2.7623,4.26,6.4736,10.022,16.125
4.1,5.7165,2.289,3.4877,5.1802,7.8399,12.363
4.2,4.5341,1.9019,2.8519,4.1431,6.1392,9.5278
4.3,3.5989,1.5763,2.3292,3.3161,4.8147,7.3313
4.4,2.8588,1.3013,1.9009,2.6556,3.7785,5.6443
4.5,2.2726,1.0727,1.5498,2.1262,2.9712,4.3492
4.6,1.8079,0.88177,1.2613,1.7016,2.3385,3.3709
4.7,1.4393,0.72169,1.0241,1.3624,1.8428,2.6136
4.8,1.1468,0.58902,0.82899,1.0915,1.4553,2.0315
4.9,0.91435,0.48018,0.66934,0.87485,1.1531,1.5835
5,0.72959,0.38942,0.53937,0.70133,0.91529,1.2373
5.1,0.5826,0.31465,0.43251,0.56183,0.72902,0.97175
5.2,0.46558,0.25281,0.34616,0.45028,0.58306,0.76777
5.3,0.37234,0.20228,0.27641,0.36084,0.46753,0.6073
5.4,0.298,0.16151,0.22013,0.289,0.37553,0.48405
5.5,0.23868,0.12765,0.17459,0.23151,0.30249,0.38912
5.6,0.19131,0.10058,0.13841,0.18533,0.24425,0.31469
5.7,0.15346,0.079062,0.10944,0.1484,0.19759,0.25585
5.8,0.12319,0.061891,0.08646,0.11875,0.16017,0.20937
5.9,0.098969,0.048348,0.068132,0.094992,0.12997,0.17218
6,0.079567,0.037563,0.053631,0.075974,0.10562,0.1419
6.1,0.064017,0.029093,0.04217,0.060745,0.085854,0.11735
6.2,0.051545,0.022524,0.033129,0.048567,0.069934,0.097457
6.3,0.041533,0.017386,0.025991,0.038819,0.057022,0.08099
6.4,0.033491,0.013371,0.020368,0.031035,0.046521,0.067538
6.5,0.027027,0.010305,0.015956,0.02481,0.037955,0.056358
6.6,0.021826,0.0079231,0.012491,0.019828,0.031006,0.047054
6.7,0.017639,0.0060723,0.009779,0.015852,0.025346,0.039381
6.8,0.014266,0.0046593,0.0076491,0.01267,0.020724,0.032962
6.9,0.011547,0.0035711,0.0059784,0.010141,0.016972,0.027669
7,0.0093527,0.0027329,0.0046742,0.0081087,0.013907,0.023205
