EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,mue-intraslab-oct2124-params.rplus
RData file,rateunc-MUE Intraslab-Full-oct2124.RData
Calculation start and end,Wed Oct 23 14:07:00 2024,Wed Oct 23 14:09:25 2024
Region name,MUE Intraslab
Version,oct2124
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,8
Mc sigma,0.2
max n sigma Mc,3
min M sigma,0.2
max n sigma M,3
n subregions,1
Subregion,1,All
catalog file,catalogs//pmmx_june7_c2-intraslab_v11m-mue.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.38,0.97
0.025,0.138,1.21
0.16,0.207,1.09
0.5,0.324,0.97
0.84,0.542,0.85
0.975,0.954,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,0.38,0.945
0.025,0.138,1.07
0.16,0.207,1.01
0.5,0.324,0.963
0.84,0.542,0.927
0.975,0.954,0.906
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,147,14.2,33.5,85.6,235,658
2.6,115,11.9,27.5,68.4,184,503
2.7,90,9.98,22.5,54.7,144,385
2.8,70.4,8.36,18.5,43.7,112,294
2.9,55.1,7.01,15.1,35,87.6,224
3,43.1,5.88,12.4,28,68.4,172
3.1,33.8,4.92,10.1,22.4,53.5,131
3.2,26.5,4.11,8.31,17.9,41.8,101
3.3,20.8,3.45,6.8,14.3,32.7,77.2
3.4,16.3,2.89,5.56,11.5,25.6,59.2
3.5,12.9,2.42,4.54,9.16,20,45.5
3.6,10.1,2.02,3.71,7.33,15.7,34.8
3.7,7.96,1.69,3.04,5.86,12.3,26.7
3.8,6.27,1.41,2.48,4.68,9.62,20.6
3.9,4.94,1.17,2.03,3.75,7.54,15.8
4,3.9,0.976,1.65,3,5.92,12.2
4.1,3.08,0.81,1.35,2.4,4.65,9.39
4.2,2.43,0.672,1.1,1.92,3.65,7.25
4.3,1.92,0.557,0.894,1.53,2.87,5.61
4.4,1.52,0.46,0.728,1.23,2.26,4.34
4.5,1.21,0.379,0.592,0.983,1.78,3.36
4.6,0.956,0.312,0.481,0.786,1.4,2.6
4.7,0.758,0.256,0.39,0.63,1.1,2.03
4.8,0.602,0.209,0.316,0.505,0.868,1.57
