EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,crustal-oct2124-params.rplus
RData file,rateunc-Crustal-Full-oct2124.RData
Calculation start and end,Wed Oct 23 13:55:51 2024,Wed Oct 23 14:02:29 2024
Region name,Crustal
Version,oct2124
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.9
Mc sigma,0.2
max n sigma Mc,3
min M sigma,0.2
max n sigma M,3
n subregions,1
Subregion,1,All
catalog file,catalogs//pmmx_june7_c2-crustal2_v11m.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,1.6,0.97
0.025,0.819,1.21
0.16,1.11,1.09
0.5,1.51,0.97
0.84,2.09,0.85
0.975,2.94,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,1.6,0.948
0.025,0.819,1.06
0.16,1.11,1.02
0.5,1.51,0.969
0.84,2.09,0.923
0.975,2.94,0.883
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,624,67.9,159,401,1020,2590
2.6,487,57.1,131,321,797,1970
2.7,381,48.2,107,256,621,1500
2.8,298,40.5,88.3,205,483,1140
2.9,233,34.1,72.5,164,377,865
3,183,28.7,59.5,131,294,657
3.1,143,24.2,48.8,105,229,499
3.2,112,20.4,40.1,83.9,178,380
3.3,88.1,17.1,32.9,67.1,139,288
3.4,69.2,14.4,27,53.7,108,219
3.5,54.4,12.1,22.2,43,84.4,167
3.6,42.8,10.2,18.2,34.3,65.8,127
3.7,33.7,8.57,14.9,27.5,51.3,96.9
3.8,26.5,7.2,12.2,22,40,73.7
3.9,20.9,6.04,10,17.6,31.2,56.1
4,16.5,5.08,8.24,14,24.4,42.7
4.1,13,4.25,6.76,11.2,19,32.6
4.2,10.3,3.56,5.54,8.99,14.9,24.8
4.3,8.13,2.98,4.54,7.19,11.6,18.9
4.4,6.44,2.49,3.72,5.75,9.07,14.5
4.5,5.1,2.08,3.04,4.6,7.09,11.1
4.6,4.04,1.73,2.49,3.68,5.55,8.46
4.7,3.2,1.44,2.04,2.94,4.34,6.47
4.8,2.54,1.2,1.66,2.35,3.4,4.97
4.9,2.02,0.991,1.36,1.89,2.67,3.82
5,1.6,0.819,1.11,1.51,2.09,2.94
