0.00	0.0000	     0.5	    0.45	     0.4	    0.35	     0.3	    0.25	     0.2	    0.15	     0.1	    0.05	0.0	
5.00	0.0074	9.34075e-06	6.68851e-06	4.2492e-06	6.98539e-06	5.64122e-06	4.8897e-06	6.52036e-06	8.28723e-06	3.80865e-06	1.74333e-06	0.0
5.05	0.0148	0.000204876	0.000180897	0.000173668	0.000164409	0.000152776	0.000144531	0.000137601	0.000121712	8.46994e-05	5.5948e-05	0.0
5.10	0.0222	0.000536676	0.000494301	0.000474981	0.000472246	0.000449767	0.000434484	0.00042404	0.000391964	0.000298888	0.000224852	0.0
5.15	0.0296	0.00108877	0.000983218	0.000916987	0.000953385	0.000899819	0.000865865	0.000876702	0.000856081	0.000649041	0.000504322	0.0
5.20	0.0371	0.00205859	0.00182194	0.00167203	0.00175885	0.0016413	0.00156741	0.00160784	0.00160263	0.00118252	0.000910627	0.0
5.25	0.0445	0.00361345	0.00316474	0.0028886	0.00303528	0.0028137	0.00267359	0.00274415	0.00273433	0.00197383	0.00149004	0.0
5.30	0.0519	0.00590041	0.00514516	0.00469087	0.00491079	0.00453903	0.00430231	0.00439998	0.00434641	0.00310088	0.00230003	0.0
5.35	0.0593	0.00905285	0.00788466	0.00719496	0.00749788	0.00692526	0.00655808	0.00667405	0.00651936	0.00463523	0.00339809	0.0
5.40	0.0667	0.0131822	0.0114893	0.010511	0.0108916	0.0100656	0.00953217	0.00964836	0.00931731	0.00663893	0.0048372	0.0
5.45	0.0741	0.0183687	0.0160419	0.0147324	0.015166	0.0140353	0.0132996	0.0133873	0.0127883	0.00916357	0.00666412	0.0
5.50	0.0815	0.0246597	0.0215984	0.0199264	0.0203726	0.0188892	0.0179168	0.0179374	0.0169655	0.0122502	0.00891888	0.0
5.55	0.0889	0.0320735	0.0281884	0.0261323	0.0265412	0.0246619	0.023421	0.0233285	0.0218686	 0.01593	0.0116346	0.0
5.60	0.0963	0.0406057	 0.03582	0.033365	0.0336826	0.0313697	0.0298319	0.0295752	0.027506	0.0202243	0.0148377	0.0
5.65	0.1038	0.0502346	0.0444835	0.0416207	0.0417914	0.0390133	0.0371537	0.0366786	0.0338759	0.0251462	0.0185482	0.0
5.70	0.1112	0.0609252	0.0541561	0.0508822	0.0508496	0.0475802	0.0453781	0.0446288	0.0409685	0.0307012	 0.02278	0.0
5.75	0.1186	0.0726319	0.0648042	0.0611224	0.0608285	0.0570479	0.0544861	0.0534065	0.048767	0.0368878	0.0275413	0.0
5.80	0.1260	0.0853011	0.0763858	0.0723061	0.0716911	0.0673851	0.0644504	0.062985	0.0572493	0.0436989	0.0328357	0.0
5.85	0.1334	0.0988718	0.0888522	0.0843916	0.0833942	0.0785539	0.0752369	0.0733314	0.0663889	0.0511225	0.0386619	0.0
5.90	0.1408	0.113278	0.102149	0.0973313	0.0958892	0.0905113	0.0868061	0.0844082	0.076156	0.0591425	0.0450149	0.0
5.95	0.1482	 0.12845	0.116218	0.111072	0.109124	 0.10321	0.0991142	0.0961744	0.0865186	0.0677392	0.0518861	0.0
6.00	0.1556	0.144316	0.130997	0.125558	0.123044	  0.1166	0.112114	0.108587	0.0974427	0.0768905	0.0592639	0.0
6.05	0.1630	0.160804	0.146423	0.140727	0.137592	0.130628	0.125757	  0.1216	0.108893	0.0865718	0.0671342	0.0
6.10	0.1705	 0.17784	0.162432	0.156516	0.152712	0.145242	0.139992	0.135168	0.120835	0.0967571	0.075481	0.0
6.15	0.1779	0.195354	 0.17896	0.172863	0.168348	0.160388	0.154767	0.149246	0.133232	0.107419	0.0842862	0.0
6.20	0.1856	0.213758	0.196408	0.190171	0.184886	0.176448	 0.17046	0.164191	0.146403	0.118851	0.0938068	0.0
6.25	0.3016	0.361254	0.343196	0.339149	0.327713	0.318603	0.311795	0.299435	0.268145	0.234304	0.198183	0.0
6.30	0.4176	0.455718	0.440431	0.437848	0.425889	0.417975	0.411914	0.398259	0.362878	0.330137	0.291588	0.0
6.35	0.5336	0.520873	0.508123	0.506299	0.495344	0.488673	0.483495	0.470487	0.435608	 0.40606	0.368926	0.0
6.40	0.6496	0.569704	0.559109	0.558004	0.547874	0.542288	0.537892	0.525877	0.493076	0.467021	0.432632	0.0
6.45	0.7656	0.608114	0.599491	0.599102	0.589651	0.585033	0.581334	0.570303	 0.54003	0.517257	0.485934	0.0
6.50	0.8816	 0.63939	0.632539	0.632673	0.624076	0.620311	0.617241	0.607209	0.579561	0.559729	0.531419	0.0
6.55	0.9976	0.665772	0.660406	0.660798	0.653289	0.650249	0.647728	0.638744	0.613696	0.596446	0.570963	0.0
6.60	1.1136	0.688848	0.684642	0.685079	0.678767	0.676314	0.674254	0.666343	0.643805	0.628791	0.605907	0.0
6.65	1.2296	0.709709	0.706358	0.706716	0.701557	 0.69956	0.697872	0.691009	0.670839	0.657744	0.637216	0.0
6.70	1.3456	0.729067	0.726321	0.726547	  0.7224	0.720747	0.719348	 0.71346	0.695478	0.684014	0.665602	0.0
