EARTHQUAKE RATE UNCERTAINTY OUTPUT 
parameter file,car-interface-nov2024-params.rplus
RData file,rateunc-CAR Interface-Full-nov2124.RData
Calculation start and end,Thu Nov 21 16:21:38 2024,Thu Nov 21 16:25:50 2024
Region name,CAR Interface
Version,nov2124
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,8.1
Mc sigma,0.2
max n sigma Mc,3
min M sigma,0.2
max n sigma M,3
n subregions,1
Subregion,1,All
catalog file,catalogs//pmmx_june7_c2-interface_v11m-car.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.37,0.97
0.025,1.3,1.21
0.16,1.69,1.09
0.5,2.24,0.97
0.84,3.04,0.85
0.975,4.18,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,2.37,0.946
0.025,1.3,1.07
0.16,1.69,1.02
0.5,2.24,0.97
0.84,3.04,0.919
0.975,4.18,0.874
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,928.3,102.44,239.96,598.31,1523.3,3788.2
2.6,724.83,86.284,197,478.62,1185.7,2877.4
2.7,566.35,72.652,161.81,382.81,922.59,2188.3
2.8,442.83,61.221,132.86,306.14,718.73,1662.7
2.9,346.5,51.641,109.13,244.82,559.81,1264.9
3,271.31,43.488,89.626,195.82,436.13,961.47
3.1,212.59,36.567,73.635,156.58,339.74,730.45
3.2,166.7,30.798,60.472,125.15,264.79,554.53
3.3,130.81,25.897,49.615,100.08,206.27,421.27
3.4,102.72,21.835,40.744,80.007,160.54,320.44
3.5,80.716,18.371,33.44,63.944,125.1,243.41
3.6,63.474,15.467,27.445,51.122,97.423,184.83
3.7,49.952,13.012,22.528,40.874,75.937,140.25
3.8,39.339,10.937,18.501,32.702,59.19,106.84
3.9,31.003,9.202,15.182,26.153,46.146,81.247
4,24.452,7.7336,12.46,20.922,35.989,61.951
4.1,19.299,6.5012,10.226,16.726,28.082,47.242
4.2,15.244,5.4467,8.3858,13.374,21.907,35.894
4.3,12.049,4.5725,6.8761,10.698,17.079,27.333
4.4,9.5313,3.8363,5.6363,8.5586,13.327,20.867
4.5,7.5451,3.2185,4.6178,6.842,10.405,15.92
4.6,5.9773,2.6927,3.7814,5.4743,8.1208,12.146
