EARTHQUAKE RATE UNCERTAINTY OUTPUT - DURATION WEIGHTED MIXTURE MODEL 
parameter file,rate-prvi-union-v3-params.R
RData file,rateunc-Union-Full-v3.RData
Calculation start and end,Thu May 15 09:01:27 2025,Thu May 15 09:21:18 2025
Region name,Union
Version,v3
Catalog type,Full
b mean,0.97
b sigma,0.12
max n sigma b,3
delta,0.1
M1,5
Mmax,7.9
Mc sigma,0.2
max n sigma Mc,3
Mc distribution is one-sided (only larger than Mc) 
min M sigma,0.2
max n sigma M,3
nsamples=,1e+05
Magnitude corrections are recomputed 
RegionUnion
catalog file,pmmx_june7_c2_union_v3_inpolygon.csv.RData
n epochs,2
t start,t end,Mc
1900,1973,6
1973,2024,5
BRANCHES Note: quantile=2 is used to label a mean branch
Note: all rates are cumulative
Note: calcultions assume a Poisson process
Note: quantile=2 is used to label a mean branch
M1 Branches
n quantiles,6
quantile,Rate M>=M1,b
2,4.05,0.97
0.025,1.98,1.21
0.16,2.85,1.09
0.5,3.77,0.97
0.84,5.19,0.85
0.975,7.98,0.73
M1-Mmax Branches
n quantiles,6
quantile,Rate M>=M1,b
2,4.05,0.949
0.025,1.98,1.07
0.16,2.85,1.02
0.5,3.77,0.966
0.84,5.19,0.923
0.975,7.98,0.896
Exact Branches
n quantiles,6
n magnitudes,73
Mag,quantiles...
,2,0.025,0.16,0.5,0.84,0.975
2.5,1577.1,165.08,410.93,1009.6,2517.3,6584.1
2.6,1231.6,138.96,337.69,807.19,1960.8,5016.2
2.7,962.45,116.98,277.58,645.25,1526.8,3819.5
2.8,752.66,98.37,228.15,516.13,1188.8,2906.1
2.9,589.01,82.712,187.33,412.73,925.66,2213.6
3,461.28,69.631,153.92,329.91,720.96,1687.6
3.1,361.5,58.481,126.45,263.83,561.05,1285.2
3.2,283.51,49.144,103.84,210.94,436.73,980
3.3,222.51,41.306,85.242,168.61,340.22,747.53
3.4,174.76,34.693,70.042,134.8,264.96,570.93
3.5,137.35,29.139,57.55,107.74,206.39,436.28
3.6,108.03,24.453,47.26,86.112,160.82,333.06
3.7,85.036,20.521,38.791,68.848,125.36,254.66
3.8,66.982,17.21,31.845,55.049,97.725,194.57
3.9,52.801,14.429,26.151,44.013,76.194,148.83
4,41.652,12.08,21.457,35.179,59.426,113.8
4.1,32.882,10.113,17.602,28.136,46.374,87.076
4.2,25.978,8.459,14.437,22.494,36.205,66.568
4.3,20.538,7.0749,11.831,17.986,28.284,50.975
4.4,16.25,5.9136,9.6892,14.382,22.101,39.08
4.5,12.867,4.9394,7.9226,11.504,17.287,29.938
4.6,10.195,4.1253,6.477,9.1973,13.541,22.958
4.7,8.0848,3.4437,5.288,7.3578,10.628,17.603
4.8,6.4159,2.8708,4.3093,5.8874,8.3572,13.503
