lat, long, log10(Mo_nk), log10(Mo_zeng), log10(Mo_abm)
31.8,-116.3,-1000,14.983,15.338
31.8,-116.2,-1000,15.002,15.299
31.8,-116.1,-1000,15.031,15.286
31.8,-116,-1000,15.058,15.283
31.8,-115.9,-1000,15.077,15.325
31.8,-115.8,-1000,15.093,15.323
31.8,-115.7,-1000,15.114,15.298
31.8,-115.6,-1000,15.121,15.291
31.8,-115.5,-1000,15.127,15.31
31.8,-115.4,-1000,15.139,15.362
31.8,-115.3,-1000,15.172,15.404
31.8,-115.2,-1000,15.197,15.39
31.8,-115.1,-1000,15.215,15.275
31.8,-115,-1000,15.223,14.852
31.8,-114.9,-1000,15.219,15.267
31.8,-114.8,-1000,15.241,16.102
31.8,-114.7,-1000,15.273,16.185
31.8,-114.6,-1000,14.937,15.968
31.8,-114.5,-1000,14.879,16.076
31.8,-114.4,-1000,14.884,16.03
31.9,-117.9,14.826,14.624,14.676
31.9,-117.8,14.799,14.967,14.821
31.9,-117.7,14.951,14.908,14.956
31.9,-117.6,15.017,14.887,15.013
31.9,-117.5,15.004,14.889,15.029
31.9,-117.4,15.045,14.891,15.113
31.9,-117.3,15.118,14.896,15.272
31.9,-117.2,15.177,14.903,15.32
31.9,-117.1,15.053,14.911,15.181
31.9,-117,14.978,14.918,15.105
31.9,-116.9,15.062,14.925,15.209
31.9,-116.8,14.76,14.932,15.37
31.9,-116.7,14.91,14.939,15.439
31.9,-116.6,14.895,14.947,15.436
31.9,-116.5,14.785,14.955,15.346
31.9,-116.4,14.682,14.963,15.347
31.9,-116.3,14.588,14.972,15.305
31.9,-116.2,14.611,15.002,15.274
31.9,-116.1,14.38,15.033,15.266
31.9,-116,14.313,15.064,15.263
31.9,-115.9,14.137,15.094,15.27
31.9,-115.8,-1000,15.123,15.253
31.9,-115.7,-1000,15.151,15.252
31.9,-115.6,-1000,15.182,15.275
31.9,-115.5,-1000,15.206,15.328
31.9,-115.4,-1000,15.225,15.43
31.9,-115.3,-1000,15.242,15.547
31.9,-115.2,-1000,15.263,15.611
31.9,-115.1,-1000,15.288,15.616
31.9,-115,-1000,15.314,15.717
31.9,-114.9,-1000,15.421,16.173
31.9,-114.8,-1000,15.328,16.202
31.9,-114.7,-1000,14.743,16
31.9,-114.6,-1000,14.774,16.08
31.9,-114.5,-1000,14.87,16.035
31.9,-114.4,-1000,14.995,15.744
31.9,-114.3,-1000,15.126,15.709
31.9,-114.2,-1000,15.201,15.597
32,-117.9,14.807,14.621,14.838
32,-117.8,14.787,14.945,14.979
32,-117.7,14.988,14.892,14.979
32,-117.6,15.007,14.877,14.939
32,-117.5,14.831,14.881,14.878
32,-117.4,15.061,14.886,14.973
32,-117.3,15.152,14.893,15.296
32,-117.2,15.026,14.898,15.184
32,-117.1,14.831,14.904,15.118
32,-117,15.078,14.91,15.118
32,-116.9,14.8,14.916,15.212
32,-116.8,15.073,14.923,15.377
32,-116.7,15.216,14.929,15.377
32,-116.6,15.184,14.937,15.288
32,-116.5,15.209,14.944,15.281
32,-116.4,15.247,14.951,15.201
32,-116.3,15.327,14.965,15.151
32,-116.2,15.361,14.995,15.177
32,-116.1,15.349,15.027,15.174
32,-116,15.319,15.058,15.168
32,-115.9,15.22,15.09,15.164
32,-115.8,15.214,15.123,15.175
32,-115.7,15.156,15.157,15.201
32,-115.6,15.066,15.193,15.245
32,-115.5,14.885,15.227,15.313
32,-115.4,14.688,15.257,15.426
32,-115.3,13.964,15.288,15.603
32,-115.2,14.621,15.319,15.729
32,-115.1,14.934,15.328,15.787
32,-115,14.969,15.328,16.069
32,-114.9,14.587,15.46,16.254
32,-114.8,14.366,14.865,16.145
32,-114.7,14.821,14.857,15.549
32,-114.6,14.577,14.829,15.536
32,-114.5,14.327,14.969,15.351
32,-114.4,14.297,15.057,15.478
32,-114.3,14.184,15.133,15.494
32,-114.2,13.744,15.193,15.445
32,-114.1,-1000,15.222,15.336
32,-114,-1000,15.245,15.23
32.1,-118,14.765,14.645,14.774
32.1,-117.9,14.704,14.724,14.951
32.1,-117.8,14.835,14.915,15.015
32.1,-117.7,14.999,14.877,14.941
32.1,-117.6,14.911,14.871,14.853
32.1,-117.5,14.879,14.876,14.871
32.1,-117.4,15.054,14.881,15.017
32.1,-117.3,14.717,14.886,15.294
32.1,-117.2,14.901,14.891,15.136
32.1,-117.1,15.051,14.896,15.114
32.1,-117,14.968,14.902,15.13
32.1,-116.9,15.137,14.907,15.381
32.1,-116.8,15.107,14.913,15.382
32.1,-116.7,15.166,14.919,15.374
32.1,-116.6,15.185,14.925,15.283
32.1,-116.5,15.184,14.932,15.201
32.1,-116.4,15.307,14.939,15.123
32.1,-116.3,15.391,14.96,15.122
32.1,-116.2,15.383,14.992,15.087
32.1,-116.1,15.32,15.024,15.044
32.1,-116,15.21,15.055,15.035
32.1,-115.9,15.222,15.086,15.063
32.1,-115.8,15.214,15.118,15.116
32.1,-115.7,15.202,15.152,15.178
32.1,-115.6,15.194,15.19,15.237
32.1,-115.5,15.213,15.229,15.288
32.1,-115.4,15.605,15.265,15.36
32.1,-115.3,15.51,15.311,15.364
32.1,-115.2,15.274,15.372,15.53
32.1,-115.1,15.518,15.416,15.749
32.1,-115,15.358,15.457,15.749
32.1,-114.9,15.156,15.208,15.556
32.1,-114.8,15.174,15.289,16.042
32.1,-114.7,15.409,15.187,16.029
32.1,-114.6,15.394,15.06,15.547
32.1,-114.5,15.36,15.059,15.232
32.1,-114.4,15.273,15.115,15.224
32.1,-114.3,15.237,15.17,15.25
32.1,-114.2,15.181,15.196,15.219
32.1,-114.1,-1000,15.207,15.149
32.1,-114,-1000,15.228,15.073
32.1,-113.9,-1000,15.252,14.994
32.1,-113.8,-1000,15.346,14.918
32.2,-118,14.735,14.678,14.796
32.2,-117.9,14.726,14.952,14.885
32.2,-117.8,14.872,14.888,14.888
32.2,-117.7,14.795,14.866,14.885
32.2,-117.6,14.906,14.865,14.983
32.2,-117.5,14.964,14.87,15.001
32.2,-117.4,14.678,14.874,15.14
32.2,-117.3,15.057,14.878,15.226
32.2,-117.2,14.824,14.883,15.123
32.2,-117.1,14.78,14.888,15.123
32.2,-117,15.168,14.892,15.347
32.2,-116.9,15.21,14.897,15.345
32.2,-116.8,15.182,14.902,15.344
32.2,-116.7,15.155,14.907,15.319
32.2,-116.6,15.144,14.913,15.215
32.2,-116.5,15.161,14.919,15.136
32.2,-116.4,15.318,14.927,15.113
32.2,-116.3,15.361,14.959,15.029
32.2,-116.2,15.382,14.992,14.934
32.2,-116.1,15.17,15.025,14.884
32.2,-116,15.153,15.056,14.898
32.2,-115.9,15.16,15.083,14.951
32.2,-115.8,15.155,15.11,15.038
32.2,-115.7,15.174,15.14,15.157
32.2,-115.6,15.194,15.178,15.302
32.2,-115.5,15.322,15.221,15.46
32.2,-115.4,15.575,15.257,15.471
32.2,-115.3,15.512,15.305,15.383
32.2,-115.2,15.617,15.405,15.505
32.2,-115.1,15.867,15.551,15.738
32.2,-115,15.869,15.264,15.454
32.2,-114.9,15.534,15.296,16.08
32.2,-114.8,15.523,15.257,16.069
32.2,-114.7,15.422,15.202,15.869
32.2,-114.6,15.39,15.147,15.676
32.2,-114.5,15.304,15.12,15.473
32.2,-114.4,15.226,15.136,15.225
32.2,-114.3,15.323,15.176,15.072
32.2,-114.2,15.344,15.212,14.989
32.2,-114.1,14.442,15.232,14.929
32.2,-114,-1000,15.232,14.883
32.2,-113.9,-1000,15.224,14.843
32.2,-113.8,-1000,15.301,14.793
32.2,-113.7,-1000,15.252,14.736
32.3,-118.1,14.696,14.669,14.543
32.3,-118,14.672,14.992,14.593
32.3,-117.9,14.725,14.907,14.638
32.3,-117.8,14.817,14.866,14.953
32.3,-117.7,14.652,14.857,15.086
32.3,-117.6,14.928,14.86,15.125
32.3,-117.5,14.736,14.863,15.16
32.3,-117.4,14.233,14.867,15.173
32.3,-117.3,14.858,14.871,15.218
32.3,-117.2,14.982,14.875,15.197
32.3,-117.1,15.213,14.879,15.273
32.3,-117,15.325,14.882,15.312
32.3,-116.9,15.311,14.886,15.312
32.3,-116.8,15.285,14.89,15.293
32.3,-116.7,15.25,14.895,15.279
32.3,-116.6,15.228,14.9,15.181
32.3,-116.5,15.25,14.905,15.142
32.3,-116.4,15.261,14.925,15.021
32.3,-116.3,15.336,14.959,14.872
32.3,-116.2,15.358,14.996,14.742
32.3,-116.1,15.291,15.031,14.698
32.3,-116,15.253,15.062,14.838
32.3,-115.9,15.169,15.085,15
32.3,-115.8,15.103,15.103,15.103
32.3,-115.7,15.145,15.123,15.178
32.3,-115.6,15.21,15.158,15.369
32.3,-115.5,15.243,15.209,15.394
32.3,-115.4,15.489,15.246,15.214
32.3,-115.3,15.243,15.282,15.208
32.3,-115.2,15.688,15.472,15.413
32.3,-115.1,16.236,15.267,15.485
32.3,-115,15.945,15.194,15.677
32.3,-114.9,15.736,15.188,15.651
32.3,-114.8,15.511,15.18,15.868
32.3,-114.7,15.506,15.159,15.811
32.3,-114.6,15.475,15.134,15.663
32.3,-114.5,15.439,15.124,15.482
32.3,-114.4,15.367,15.134,15.276
32.3,-114.3,15.335,15.161,15.033
32.3,-114.2,15.335,15.193,14.815
32.3,-114.1,14.83,15.221,14.743
32.3,-114,-1000,15.24,14.701
32.3,-113.9,-1000,15.22,14.67
32.3,-113.8,-1000,15.252,14.639
32.3,-113.7,-1000,15.169,14.6
32.3,-113.6,-1000,15.105,14.548
32.4,-118.1,14.615,14.68,14.711
32.4,-118,14.589,14.939,14.771
32.4,-117.9,14.368,14.873,14.967
32.4,-117.8,14.443,14.852,14.969
32.4,-117.7,14.518,14.85,15.075
32.4,-117.6,14.704,14.854,15.123
32.4,-117.5,14.209,14.857,15.184
32.4,-117.4,15.069,14.86,15.293
32.4,-117.3,14.981,14.863,15.294
32.4,-117.2,14.937,14.866,15.214
32.4,-117.1,15.112,14.869,15.297
32.4,-117,15.311,14.872,15.315
32.4,-116.9,15.375,14.874,15.306
32.4,-116.8,15.353,14.877,15.294
32.4,-116.7,15.308,14.881,15.266
32.4,-116.6,15.301,14.885,15.185
32.4,-116.5,15.276,14.89,15.057
32.4,-116.4,15.252,14.921,14.9
32.4,-116.3,15.305,14.96,14.707
32.4,-116.2,15.341,15.002,14.504
32.4,-116.1,15.364,15.042,14.571
32.4,-116,15.339,15.075,14.835
32.4,-115.9,15.269,15.095,15.014
32.4,-115.8,15.103,15.103,15.1
32.4,-115.7,15.148,15.109,15.178
32.4,-115.6,15.012,15.136,15.401
32.4,-115.5,15.089,15.197,15.207
32.4,-115.4,15.331,15.243,15.326
32.4,-115.3,16.077,15.285,15.326
32.4,-115.2,16.336,15.538,15.369
32.4,-115.1,16.266,15.205,15.5
32.4,-115,15.746,15.163,15.526
32.4,-114.9,15.536,15.129,15.518
32.4,-114.8,15.417,15.109,15.68
32.4,-114.7,15.356,15.101,15.647
32.4,-114.6,15.364,15.098,15.555
32.4,-114.5,15.383,15.102,15.421
32.4,-114.4,15.442,15.116,15.256
32.4,-114.3,15.348,15.138,15.052
32.4,-114.2,15.104,15.165,14.822
32.4,-114.1,-1000,15.191,14.631
32.4,-114,-1000,15.213,14.549
32.4,-113.9,-1000,15.213,14.495
32.4,-113.8,-1000,15.201,14.465
32.4,-113.7,-1000,15.204,14.444
32.4,-113.6,-1000,15.159,14.423
32.5,-118.2,14.693,14.681,14.95
32.5,-118.1,14.518,14.959,14.954
32.5,-118,14.526,14.893,14.974
32.5,-117.9,14.657,14.849,15.086
32.5,-117.8,14.653,14.843,15.09
32.5,-117.7,14.511,14.845,15.104
32.5,-117.6,14.866,14.848,15.164
32.5,-117.5,15.286,14.851,15.276
32.5,-117.4,15.083,14.854,15.331
32.5,-117.3,14.891,14.856,15.33
32.5,-117.2,14.908,14.857,15.337
32.5,-117.1,15.419,14.859,15.311
32.5,-117,15.438,14.86,15.325
32.5,-116.9,15.39,14.862,15.327
32.5,-116.8,15.362,14.864,15.304
32.5,-116.7,15.35,14.866,15.217
32.5,-116.6,15.335,14.869,15.104
32.5,-116.5,15.3,14.881,14.982
32.5,-116.4,15.252,14.915,14.832
32.5,-116.3,15.285,14.959,14.631
32.5,-116.2,15.331,15.01,14.356
32.5,-116.1,15.43,15.058,14.354
32.5,-116,15.416,15.095,14.785
32.5,-115.9,15.456,15.113,15.122
32.5,-115.8,15.305,15.112,15.131
32.5,-115.7,15.296,15.101,15.379
32.5,-115.6,15.083,15.113,15.176
32.5,-115.5,14.686,15.188,15.08
32.5,-115.4,15.929,15.24,15.248
32.5,-115.3,15.928,15.393,15.418
32.5,-115.2,15.609,15.275,15.455
32.5,-115.1,16.055,15.218,15.461
32.5,-115,15.708,15.162,15.461
32.5,-114.9,15.534,15.115,15.492
32.5,-114.8,15.43,15.079,15.516
32.5,-114.7,15.304,15.063,15.498
32.5,-114.6,15.279,15.062,15.427
32.5,-114.5,15.287,15.073,15.32
32.5,-114.4,15.304,15.09,15.193
32.5,-114.3,15.206,15.112,15.028
32.5,-114.2,13.554,15.136,14.84
32.5,-114.1,-1000,15.159,14.623
32.5,-114,-1000,15.18,14.459
32.5,-113.9,-1000,15.185,14.365
32.5,-113.8,-1000,15.15,14.3
32.5,-113.7,-1000,15.19,14.289
32.5,-113.6,-1000,15.16,14.298
32.6,-118.2,14.738,14.953,14.977
32.6,-118.1,14.554,14.905,14.947
32.6,-118,14.577,14.861,14.738
32.6,-117.9,14.654,14.836,14.768
32.6,-117.8,14.564,14.837,14.953
32.6,-117.7,14.75,14.84,15.058
32.6,-117.6,15.107,14.843,15.044
32.6,-117.5,15.177,14.845,15.027
32.6,-117.4,15.032,14.847,15.019
32.6,-117.3,15.022,14.848,15.323
32.6,-117.2,14.953,14.849,15.251
32.6,-117.1,15.419,14.849,15.287
32.6,-117,15.398,14.849,15.324
32.6,-116.9,15.37,14.849,15.303
32.6,-116.8,15.367,14.849,15.223
32.6,-116.7,15.36,14.849,15.132
32.6,-116.6,15.344,14.853,15.048
32.6,-116.5,15.305,14.869,14.962
32.6,-116.4,15.266,14.903,14.862
32.6,-116.3,15.282,14.955,14.73
32.6,-116.2,15.365,15.016,14.642
32.6,-116.1,15.464,15.075,14.629
32.6,-116,15.614,15.118,14.971
32.6,-115.9,15.622,15.131,15.186
32.6,-115.8,15.668,15.115,15.425
32.6,-115.7,15.774,15.077,15.447
32.6,-115.6,15.45,15.032,15.749
32.6,-115.5,16.113,15.123,15.672
32.6,-115.4,16.077,15.25,15.611
32.6,-115.3,15.751,15.058,15.604
32.6,-115.2,15.949,15.282,15.206
32.6,-115.1,15.79,15.214,15.501
32.6,-115,15.728,15.153,15.466
32.6,-114.9,15.635,15.106,15.37
32.6,-114.8,15.354,15.07,15.391
32.6,-114.7,15.239,15.048,15.374
32.6,-114.6,15.358,15.043,15.314
32.6,-114.5,15.181,15.051,15.233
32.6,-114.4,15.091,15.067,15.124
32.6,-114.3,13.927,15.088,14.977
32.6,-114.2,-1000,15.11,14.811
32.6,-114.1,-1000,15.131,14.621
32.6,-114,-1000,15.15,14.398
32.6,-113.9,-1000,15.156,14.287
32.6,-113.8,-1000,15.101,14.19
32.6,-113.7,-1000,15.161,14.124
32.6,-113.6,-1000,15.137,14.163
32.7,-118.3,14.718,14.899,14.724
32.7,-118.2,14.692,14.892,14.759
32.7,-118.1,14.737,14.86,14.829
32.7,-118,14.721,14.839,14.795
32.7,-117.9,14.518,14.831,14.789
32.7,-117.8,14.247,14.833,14.976
32.7,-117.7,14.38,14.836,15.125
32.7,-117.6,14.606,14.838,15.198
32.7,-117.5,14.656,14.84,15.202
32.7,-117.4,15.112,14.84,15.006
32.7,-117.3,15.026,14.84,15.229
32.7,-117.2,15.033,14.84,15.226
32.7,-117.1,15.285,14.839,15.247
32.7,-117,15.292,14.837,15.247
32.7,-116.9,15.309,14.844,15.227
32.7,-116.8,15.322,14.848,15.144
32.7,-116.7,15.321,14.847,15.083
32.7,-116.6,15.299,14.845,15.04
32.7,-116.5,15.279,14.853,15.001
32.7,-116.4,15.283,14.887,14.951
32.7,-116.3,15.317,14.947,14.927
32.7,-116.2,15.409,15.02,14.968
32.7,-116.1,15.613,15.086,14.96
32.7,-116,15.747,15.128,14.903
32.7,-115.9,15.824,15.127,15.375
32.7,-115.8,15.858,15.087,15.518
32.7,-115.7,15.999,15.003,15.601
32.7,-115.6,16.135,14.944,16.001
32.7,-115.5,16.102,14.954,15.68
32.7,-115.4,15.933,14.685,15.652
32.7,-115.3,15.352,15.292,14.83
32.7,-115.2,15.561,15.23,15.207
32.7,-115.1,15.635,15.167,15.215
32.7,-115,15.597,15.114,15.306
32.7,-114.9,15.458,15.077,15.308
32.7,-114.8,15.293,15.056,15.299
32.7,-114.7,15.276,15.041,15.268
32.7,-114.6,15.316,15.036,15.214
32.7,-114.5,15.223,15.041,15.141
32.7,-114.4,14.313,15.054,15.04
32.7,-114.3,-1000,15.071,14.911
32.7,-114.2,-1000,15.09,14.763
32.7,-114.1,-1000,15.108,14.595
32.7,-114,-1000,15.125,14.399
32.7,-113.9,-1000,15.131,14.247
32.7,-113.8,-1000,15.087,14.133
32.7,-113.7,-1000,15.132,14.026
32.7,-113.6,-1000,15.107,14.026
32.8,-118.4,14.791,14.833,14.472
32.8,-118.3,14.641,14.848,14.349
32.8,-118.2,14.852,14.846,14.904
32.8,-118.1,14.758,14.834,14.932
32.8,-118,14.602,14.828,14.925
32.8,-117.9,14.336,14.827,14.91
32.8,-117.8,14.583,14.83,15.01
32.8,-117.7,14.337,14.832,15.227
32.8,-117.6,14.647,14.834,15.401
32.8,-117.5,14.73,14.835,15.361
32.8,-117.4,15.028,14.834,15.342
32.8,-117.3,15.192,14.834,15.305
32.8,-117.2,15.427,14.832,15.239
32.8,-117.1,15.22,14.83,15.2
32.8,-117,15.228,14.845,15.202
32.8,-116.9,15.236,14.857,15.167
32.8,-116.8,15.284,14.861,15.1
32.8,-116.7,15.317,14.855,15.064
32.8,-116.6,15.357,14.843,15.068
32.8,-116.5,15.357,14.838,15.086
32.8,-116.4,15.346,14.87,15.066
32.8,-116.3,15.402,14.941,15.047
32.8,-116.2,15.467,15.022,15.062
32.8,-116.1,15.616,15.08,15.217
32.8,-116,15.738,15.101,14.979
32.8,-115.9,15.848,15.072,15.327
32.8,-115.8,15.916,14.992,15.323
32.8,-115.7,16.129,14.928,15.358
32.8,-115.6,15.971,14.798,15.993
32.8,-115.5,15.82,14.908,15.627
32.8,-115.4,14.907,15.12,15.433
32.8,-115.3,15.219,15.168,15.734
32.8,-115.2,15.289,15.157,15.641
32.8,-115.1,15.424,15.13,15.5
32.8,-115,15.436,15.1,15.399
32.8,-114.9,15.391,15.073,15.294
32.8,-114.8,15.296,15.059,15.208
32.8,-114.7,15.258,15.049,15.168
32.8,-114.6,15.21,15.044,15.113
32.8,-114.5,15.185,15.045,15.043
32.8,-114.4,-1000,15.052,14.949
32.8,-114.3,-1000,15.063,14.832
32.8,-114.2,-1000,15.077,14.7
32.8,-114.1,-1000,15.091,14.555
32.8,-114,-1000,15.104,14.391
32.8,-113.9,-1000,15.114,14.219
32.8,-113.8,-1000,15.079,14.101
32.8,-113.7,-1000,15.106,13.986
32.8,-113.6,-1000,15.079,13.89
32.9,-118.6,14.819,14.729,14.149
32.9,-118.5,14.798,14.779,14.795
32.9,-118.4,14.821,14.808,14.75
32.9,-118.3,14.858,14.818,14.875
32.9,-118.2,14.82,14.822,14.927
32.9,-118.1,14.688,14.821,14.903
32.9,-118,14.172,14.822,14.817
32.9,-117.9,14.312,14.825,14.842
32.9,-117.8,14.603,14.827,15.06
32.9,-117.7,14.529,14.829,15.375
32.9,-117.6,14.418,14.83,15.381
32.9,-117.5,15.421,14.831,15.343
32.9,-117.4,14.624,14.83,15.329
32.9,-117.3,14.816,14.828,15.305
32.9,-117.2,15.174,14.825,15.261
32.9,-117.1,15.174,14.832,15.261
32.9,-117,15.135,14.856,15.23
32.9,-116.9,15.147,14.874,15.155
32.9,-116.8,15.162,14.881,15.087
32.9,-116.7,15.205,14.874,15.035
32.9,-116.6,15.274,14.85,15.017
32.9,-116.5,15.383,14.829,15.016
32.9,-116.4,15.383,14.861,14.919
32.9,-116.3,15.392,14.944,15.136
32.9,-116.2,15.146,15.021,15.21
32.9,-116.1,15.293,15.046,15.337
32.9,-116,15.667,15.024,15.145
32.9,-115.9,15.824,14.942,14.976
32.9,-115.8,15.817,14.8,15.392
32.9,-115.7,15.586,15.116,15.994
32.9,-115.6,15.347,15.046,16.008
32.9,-115.5,15.783,14.967,15.968
32.9,-115.4,14.68,14.985,15.987
32.9,-115.3,14.856,15.07,15.935
32.9,-115.2,15,15.131,15.813
32.9,-115.1,15.084,15.146,15.635
32.9,-115,15.198,15.135,15.475
32.9,-114.9,15.251,15.111,15.339
32.9,-114.8,15.197,15.091,15.208
32.9,-114.7,15.193,15.075,15.082
32.9,-114.6,15.255,15.065,15.009
32.9,-114.5,15.287,15.059,14.941
32.9,-114.4,14.681,15.059,14.849
32.9,-114.3,-1000,15.064,14.743
32.9,-114.2,-1000,15.071,14.631
32.9,-114.1,-1000,15.08,14.505
32.9,-114,-1000,15.089,14.36
32.9,-113.9,-1000,15.096,14.185
32.9,-113.8,-1000,15.097,14.069
32.9,-113.7,-1000,15.085,13.955
32.9,-113.6,-1000,15.056,13.843
33,-118.9,14.797,14.628,14.742
33,-118.8,14.812,14.666,14.698
33,-118.7,14.829,14.705,14.177
33,-118.6,14.813,14.751,14.296
33,-118.5,14.755,14.784,14.393
33,-118.4,14.763,14.802,14.781
33,-118.3,14.644,14.809,14.812
33,-118.2,14.73,14.814,14.794
33,-118.1,14.34,14.818,14.799
33,-118,14.318,14.821,14.869
33,-117.9,14.69,14.823,15.043
33,-117.8,14.296,14.826,15.265
33,-117.7,14.458,14.827,15.272
33,-117.6,14.181,14.828,15.21
33,-117.5,14.626,14.828,15.191
33,-117.4,14.999,14.826,15.19
33,-117.3,14.897,14.824,15.27
33,-117.2,14.969,14.821,15.273
33,-117.1,14.982,14.831,15.242
33,-117,14.974,14.867,15.202
33,-116.9,15.001,14.895,15.154
33,-116.8,15.033,14.908,15.085
33,-116.7,15.08,14.903,15.034
33,-116.6,15.149,14.871,14.99
33,-116.5,15.313,14.827,14.927
33,-116.4,15.47,14.841,15.074
33,-116.3,15.089,14.944,15.497
33,-116.2,15.09,15.003,15.54
33,-116.1,15.258,15.034,15.551
33,-116,15.729,15.041,15.461
33,-115.9,15.918,15.016,15.465
33,-115.8,15.042,15.181,16.023
33,-115.7,15.576,15.135,16.056
33,-115.6,15.313,15.108,16.056
33,-115.5,14.619,14.772,15.835
33,-115.4,14.631,14.991,15.686
33,-115.3,14.755,15.106,15.618
33,-115.2,14.861,15.169,15.59
33,-115.1,14.965,15.191,15.527
33,-115,15.114,15.182,15.411
33,-114.9,15.226,15.157,15.29
33,-114.8,15.184,15.131,15.163
33,-114.7,15.202,15.109,15.036
33,-114.6,15.294,15.091,14.915
33,-114.5,15.274,15.079,14.828
33,-114.4,15.024,15.072,14.744
33,-114.3,-1000,15.069,14.654
33,-114.2,-1000,15.07,14.553
33,-114.1,-1000,15.073,14.439
33,-114,-1000,15.077,14.309
33,-113.9,-1000,15.081,14.152
33,-113.8,-1000,15.081,14.025
33,-113.7,-1000,14.999,13.915
33,-113.6,-1000,15.043,13.811
33,-113.5,-1000,15.003,13.708
33.1,-119.2,14.725,14.622,14.507
33.1,-119.1,14.727,14.272,14.614
33.1,-119,14.748,14.135,14.75
33.1,-118.9,14.759,14.382,14.955
33.1,-118.8,14.78,14.55,14.802
33.1,-118.7,14.812,14.754,14.441
33.1,-118.6,14.868,14.776,14.363
33.1,-118.5,14.778,14.793,14.935
33.1,-118.4,14.63,14.803,14.964
33.1,-118.3,14.524,14.808,14.858
33.1,-118.2,14.567,14.813,14.943
33.1,-118.1,14.694,14.816,15.029
33.1,-118,14.692,14.82,15.131
33.1,-117.9,14.439,14.823,15.335
33.1,-117.8,14.42,14.825,15.341
33.1,-117.7,14.373,14.827,15.192
33.1,-117.6,14.456,14.827,15.118
33.1,-117.5,15.194,14.827,15.11
33.1,-117.4,15.006,14.825,15.128
33.1,-117.3,14.946,14.822,15.118
33.1,-117.2,14.947,14.82,15.113
33.1,-117.1,14.962,14.826,15.106
33.1,-117,14.967,14.878,15.11
33.1,-116.9,14.966,14.919,15.115
33.1,-116.8,15.045,14.942,15.055
33.1,-116.7,15.04,14.938,15.043
33.1,-116.6,15.085,14.899,14.916
33.1,-116.5,15.159,14.835,15.159
33.1,-116.4,15.16,14.799,15.372
33.1,-116.3,14.966,14.859,15.542
33.1,-116.2,15.13,14.946,15.656
33.1,-116.1,15.556,15.081,15.638
33.1,-116,15.8,15.216,15.519
33.1,-115.9,15.801,15.226,15.791
33.1,-115.8,15.743,15.228,15.899
33.1,-115.7,15.23,15.214,15.889
33.1,-115.6,14.744,14.826,15.714
33.1,-115.5,14.635,15.015,15.254
33.1,-115.4,14.677,15.126,15.221
33.1,-115.3,14.843,15.192,15.222
33.1,-115.2,14.896,15.219,15.255
33.1,-115.1,14.938,15.23,15.254
33.1,-115,15.095,15.216,15.178
33.1,-114.9,15.139,15.19,15.095
33.1,-114.8,15.146,15.162,15.004
33.1,-114.7,15.153,15.136,14.905
